Country Name,Country Code,Series Name,Series Code,1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Belarus,BLR,GDP (current LCU),NY.GDP.MKTP.CN,..,433,900,9200,98500,1779300,12140300,19183900,36683000,70216100,302606400,913380000,1717320000,2613830000,3656480000,4999180000,6506710000,7926700000,9716530000,12979080000,14209130000,17046580000,30724500000,54761670000,67068850000,80579270000,89909810000,94949000000,105748200000
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,-1.19999557046027,-9.60000139597707,-7.60000184221087,-11.7000038975536,-10.4000004914994,2.80000465053934,11.4000054053548,8.39999142031991,3.39999916322964,5.80000344007455,4.72530599387508,5.04526748002185,7.04319255874692,11.4497431053961,9.40000152357688,9.99999481247372,8.6000065362481,10.1999994395436,0.199995310014472,7.79826682269731,5.37870744981015,1.68713553642841,1.00347084085645,1.72638485417002,-3.82957055828379,-2.52644643552364,2.53218350023035
Belarus,BLR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,100,99.9,99.9,99.9,99.9,99.9,99.8,100,99.8,99.8,..,..,..
Belarus,BLR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.1,14,13,12.5,11.5,10.8,9.9,9.4,8.9,9.2,9.3,9.4,9.2,8.9,9,9.1,9.3,9.9,10.7,11.1,11.4,11.4,11.5,12.2,12.5,12.5,12.5,12.4,10.8
Belarus,BLR,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belarus,BLR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.99000000953674,3.17000007629395
Belarus,BLR,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3900003433228,13.25
Belarus,BLR,"Trained teachers in secondary education, female (% of female teachers)",SE.SEC.TCAQ.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,95.8964385986328,96.3710174560547,96.35791015625,96.3821487426758,96.8102264404297
Belarus,BLR,Trained teachers in upper secondary education (% of total teachers),SE.SEC.TCAQ.UP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.0025863647461,91.14990234375,91.4654693603516,91.4057464599609,91.6008834838867
Belarus,BLR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,43.64896073903,33.3333333333333,57.6086956521739,83.3502538071066,84.1061091440454,54.0530299910216,50.4250960440786,65.6562985579151,63.9065684365836,61.6317764594536,72.3983446101294,70.2973237369855,67.3745423382546,68.9854723668665,74.2501770290328,59.08654296872,64.2337921203023,67.2108252637516,68.6617233270771,59.759183004167,64.545087636347,79.5088935540041,74.3083620349781,61.4823871290472,55.7104203103354,57.9040596348719,62.6999757764695,66.5781545217791
Belarus,BLR,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,..,..,0.419843071309288,-8.38932646603615,-11.712980497417,-17.3612746980851,-13.4411204577164,3.37265963894392,17.9642111696913,10.8416634253645,7.57068132265388,5.8168493740643,4.7997338345217,6.97135981528075,10.6176060450715,18.8297416152836,13.5544629019356,14.1423579290906,9.30020156489148,15.543156706386,0.303744021658119,12.0841007994925,7.2434995739095,2.03714691595991,-1.92053140627171,1.50197465552107,-7.34587929915639,-4.67019758237015,3.55867787631003
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.4829268292683,70.8365853658537,70.3780487804878,70.0219512195122,68.9707317073171,68.7682926829268,68.4609756097561,68.5121951219512,68.4609756097561,68.4073170731707,67.9073170731707,68.9121951219512,68.5073170731707,68.0560975609756,68.5536585365854,68.9560975609756,68.8512195121951,69.4048780487805,70.2073170731707,70.4560975609756,70.4073170731707,70.4048780487805,70.5536585365854,71.9658536585366,72.4707317073171,72.9707317073171,73.6243902439025,73.8268292682927,74.1292682926829
Belarus,BLR,Population growth (annual %),SP.POP.GROW,0.295421189743138,0.19006508287506,0.0461355862589733,0.219690718485616,0.220771793347495,-0.118196017328142,-0.324414829587043,-0.336671341030207,-0.415604443400529,-0.450435237181926,-0.450029843493719,-0.471131334643547,-0.512966688341309,-0.636565666436346,-0.699809190918934,-0.682169472243919,-0.683005560010688,-0.612296198031047,-0.458847535622636,-0.345415054298517,-0.245915441295321,-0.218522755959381,-0.234282914157686,-0.156617600248906,-0.0383800002667846,0.056151567510169,0.132853236725342,0.0877210878706449,-0.109782322950581
Belarus,BLR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,6.00001001358032,6.19661998748779,..,..,..,5.7122597694397,5.8710298538208,6.07696008682251,5.15210008621216,..,4.3689398765564,5.22003984451294,4.68479013442993,4.95964002609253,5.0094199180603,4.81830978393555,4.78751993179321,4.94654989242554,4.79499006271362
Belarus,BLR,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,..,..,..,..,2498000000,2999800000,5468700000,6938600000,8325700000,7666900000,6213100000,7062900000,7664900000,8224300000,10702000000,15470600000,16053700000,21350300000,27584400000,38121500000,27700300000,33794800000,44394400000,45008900000,41133500000,38058700000,28306800000,25611100000,31669100000
Belarus,BLR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,-1.09999774194118,-34.000004816273,-22.3999912773458,-1.19999970368096,-22.0000007683851,7.79998776081329,33.9000045271457,-8.29999841270144,6.99999518641785,12.7000060748942,13.0920161608748,8.40562359624457,8.59271521901725,13.5005336408715,-2.69997998754864,8.17246512987046,5.60057711900079,2.10009565060606,-7.83224012307244,7.66919559960284,30.4001067214967,11.199987396014,-14.6000008132971,4.56605874277072,2.1016438278189,2.59995911638291,7.45546793971974
Belarus,BLR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.2,10.8,11.2,11.4,12.6,12.7,13.1,13.1,13.5,13.6,14.2,13.5,14.1,14.8,14.5,14.3,14.5,14.2,13.7,13.8,14.1,14.5,14.3,13.4,13.2,12.8,12.6,12.6,12.6
Belarus,BLR,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,12.4812498092651,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.959379196167,..,..,..,..,..,..,..,..
Belarus,BLR,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,11.4748802185059,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.5051307678223,..,..,..,..,..,..,..,..
Belarus,BLR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.43063173716314,3.14372284739968,3.05180280791049,2.55914232140567,2.83349218235943,4.59399155745754,4.16244962853703,4.47290064331787,4.86883826239454,4.39080941836232
Belarus,BLR,Medium and high-tech manufacturing value added (% manufacturing value added),NV.MNF.TECH.ZS.UN,..,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978053133625,41.9978052785745,41.9978052437382,41.9978052614757,36.8386786887988,39.9816354487771,47.1323704238647,43.2561194049497,36.4521802945987,37.9875792605535,41.0469997660771,38.8295983954696,40.0076118041112
Belarus,BLR,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,1170.05,1260.38,1264.88,1233.93,1225.92,1302.2,1163.43,1300.93,1048.25,1167.91,1061.94,1097.17,1032.04,1099.19,1056.66,976.31,1008.55,1064.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 03/30/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
